epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,79.8477,0.96491,0.82868,1.11461,0.88329,0.79328,0.85878,0.67294,0.75015,0.972,0.94739,0.008614,0.008614,0.008614
16,156.105,0.95712,0.82991,1.1083,0.87881,0.81091,0.88044,0.69757,0.72759,0.73711,0.92848,0.008515,0.008515,0.008515
17,231.578,0.95096,0.81792,1.11077,0.88838,0.77932,0.86545,0.6813,0.74241,0.6847,0.93921,0.008416,0.008416,0.008416
18,307.563,0.9396,0.79434,1.09969,0.89087,0.81605,0.8719,0.69667,0.71466,0.97142,0.92622,0.008317,0.008317,0.008317
19,380.925,0.92643,0.7845,1.09754,0.90278,0.79893,0.87158,0.69872,0.70272,0.66219,0.92121,0.008218,0.008218,0.008218
20,455.642,0.93184,0.78762,1.09811,0.86418,0.81292,0.86275,0.6882,0.70336,0.84044,0.91953,0.008119,0.008119,0.008119
21,531.251,0.9207,0.765,1.09366,0.87178,0.82056,0.87579,0.69405,0.7151,0.93785,0.91639,0.00802,0.00802,0.00802
22,605.543,0.91159,0.75684,1.08858,0.88951,0.83223,0.87976,0.70428,0.71104,0.65138,0.91243,0.007921,0.007921,0.007921
23,680.853,0.9091,0.75376,1.08835,0.88869,0.82172,0.89062,0.70893,0.69988,0.74876,0.91274,0.007822,0.007822,0.007822
24,756.211,0.8991,0.73641,1.08321,0.90679,0.80796,0.87927,0.71489,0.696,0.63576,0.9215,0.007723,0.007723,0.007723
25,830.924,0.89687,0.73311,1.08317,0.8982,0.81256,0.86992,0.69926,0.70177,1.08366,0.92166,0.007624,0.007624,0.007624
26,905.542,0.88931,0.72725,1.07905,0.90607,0.79179,0.86878,0.70734,0.69113,0.73201,0.91981,0.007525,0.007525,0.007525
27,978.322,0.88256,0.72255,1.07942,0.90452,0.79625,0.87852,0.71477,0.68928,0.74316,0.90778,0.007426,0.007426,0.007426
28,1054.5,0.87431,0.71014,1.078,0.89277,0.82255,0.88293,0.72095,0.67296,0.63144,0.90126,0.007327,0.007327,0.007327
29,1130.64,0.89062,0.72956,1.08096,0.89547,0.82163,0.88209,0.72075,0.68224,0.60239,0.9125,0.007228,0.007228,0.007228
30,1204.37,0.87818,0.72309,1.0772,0.87861,0.82296,0.87948,0.71555,0.67492,0.62937,0.90895,0.007129,0.007129,0.007129
31,1277.13,0.87975,0.7225,1.07786,0.91778,0.81841,0.89575,0.72991,0.66054,0.67732,0.89316,0.00703,0.00703,0.00703
32,1350.13,0.87182,0.71368,1.07291,0.90185,0.82673,0.89206,0.72748,0.65514,0.75058,0.89713,0.006931,0.006931,0.006931
33,1424.71,0.879,0.71339,1.07714,0.86196,0.8373,0.89311,0.72398,0.67228,0.54922,0.90336,0.006832,0.006832,0.006832
34,1497.34,0.87804,0.70904,1.0778,0.87915,0.85758,0.898,0.7325,0.66227,0.70912,0.89194,0.006733,0.006733,0.006733
35,1572.51,0.86609,0.69409,1.07188,0.91637,0.8278,0.89764,0.73772,0.64954,0.6037,0.88788,0.006634,0.006634,0.006634
36,1644.29,0.86562,0.69338,1.06935,0.88463,0.84096,0.89783,0.73262,0.64794,0.63952,0.88879,0.006535,0.006535,0.006535
37,1717.84,0.85262,0.69238,1.06455,0.89971,0.81904,0.90004,0.73853,0.65415,0.64642,0.88856,0.006436,0.006436,0.006436
38,1789.71,0.85945,0.68021,1.06982,0.90494,0.82468,0.89424,0.73435,0.6485,0.62801,0.89362,0.006337,0.006337,0.006337
39,1865.34,0.8509,0.67566,1.06433,0.88472,0.84432,0.89617,0.73712,0.64659,0.55139,0.89376,0.006238,0.006238,0.006238
40,1938.5,0.84231,0.66735,1.06367,0.88118,0.84719,0.90043,0.74302,0.64372,0.68264,0.88904,0.006139,0.006139,0.006139
41,2010.42,0.84018,0.66745,1.06173,0.92876,0.82205,0.90161,0.73831,0.63486,0.64081,0.88306,0.00604,0.00604,0.00604
42,2083.79,0.84699,0.66825,1.06548,0.88725,0.84544,0.8968,0.74104,0.63405,0.66045,0.88605,0.005941,0.005941,0.005941
43,2157.2,0.83606,0.65571,1.05841,0.88205,0.86084,0.90051,0.7408,0.63898,0.53329,0.88954,0.005842,0.005842,0.005842
44,2232.58,0.84083,0.65901,1.06182,0.90126,0.8465,0.89896,0.74464,0.63479,0.5206,0.8845,0.005743,0.005743,0.005743
45,2305.94,0.83629,0.65195,1.05838,0.89459,0.85614,0.9001,0.74517,0.62927,0.5316,0.88802,0.005644,0.005644,0.005644
46,2381.08,0.8281,0.64733,1.05816,0.8908,0.83713,0.89695,0.74191,0.62699,0.56648,0.88285,0.005545,0.005545,0.005545
47,2456.43,0.82667,0.64993,1.05328,0.90091,0.8375,0.90018,0.74414,0.63238,0.52499,0.88645,0.005446,0.005446,0.005446
48,2532.18,0.8256,0.64322,1.05299,0.93038,0.81749,0.90006,0.7508,0.62622,0.58567,0.87912,0.005347,0.005347,0.005347
49,2609.95,0.81023,0.62482,1.0482,0.92544,0.82023,0.90244,0.74966,0.62761,0.54769,0.88184,0.005248,0.005248,0.005248
50,2687.92,0.81032,0.63306,1.04867,0.8726,0.8658,0.9036,0.75543,0.622,0.47154,0.87805,0.005149,0.005149,0.005149
51,2764.91,0.8112,0.62625,1.04909,0.91413,0.84162,0.90591,0.75027,0.63009,0.53612,0.8822,0.00505,0.00505,0.00505
52,2841.26,0.81287,0.62827,1.04819,0.87489,0.86392,0.90498,0.75475,0.61734,0.6516,0.87642,0.004951,0.004951,0.004951
53,2917.08,0.80925,0.6262,1.04849,0.87297,0.85068,0.90101,0.75253,0.61765,0.60117,0.87527,0.004852,0.004852,0.004852
54,2994.75,0.80837,0.6206,1.04868,0.86335,0.86358,0.89976,0.74673,0.62375,0.56274,0.87792,0.004753,0.004753,0.004753
55,3074.54,0.80174,0.61644,1.04567,0.91391,0.82939,0.90254,0.75281,0.621,0.53834,0.87666,0.004654,0.004654,0.004654
56,3153.83,0.80452,0.61663,1.04888,0.8829,0.86059,0.90511,0.75418,0.61609,0.55802,0.87493,0.004555,0.004555,0.004555
57,3229.58,0.79724,0.60876,1.04325,0.88958,0.85666,0.90247,0.75568,0.61642,0.52398,0.87604,0.004456,0.004456,0.004456
58,3307.06,0.79534,0.60599,1.04448,0.92557,0.82592,0.90982,0.75914,0.6172,0.55635,0.87508,0.004357,0.004357,0.004357
59,3384.74,0.79004,0.59485,1.03907,0.91228,0.83006,0.90885,0.7572,0.61821,0.51416,0.87994,0.004258,0.004258,0.004258
60,3461.49,0.78843,0.5976,1.03764,0.88576,0.85666,0.91188,0.76438,0.60691,0.53121,0.87633,0.004159,0.004159,0.004159
61,3536.4,0.79079,0.59575,1.04058,0.88981,0.85167,0.90965,0.75724,0.61382,0.56442,0.87809,0.00406,0.00406,0.00406
62,3613.54,0.78441,0.59324,1.03715,0.89934,0.85165,0.911,0.76119,0.60868,0.54737,0.87971,0.003961,0.003961,0.003961
61,78.7386,0.77448,0.57653,1.03571,0.92917,0.82432,0.90891,0.76047,0.60327,0.54519,0.87346,0.00406,0.00406,0.00406
62,151.972,0.77748,0.59135,1.03514,0.8815,0.86921,0.90997,0.76337,0.60454,0.52796,0.87068,0.003961,0.003961,0.003961
63,225.58,0.77863,0.58572,1.03804,0.87723,0.87578,0.91206,0.7646,0.60109,0.56624,0.86895,0.003862,0.003862,0.003862
64,300.026,0.76941,0.56967,1.02995,0.90649,0.8554,0.91305,0.76544,0.59393,0.54659,0.865,0.003763,0.003763,0.003763
65,372.592,0.77041,0.57205,1.03252,0.90113,0.8577,0.91582,0.76885,0.59053,0.54478,0.86231,0.003664,0.003664,0.003664
66,447.901,0.7753,0.57328,1.03453,0.91572,0.84626,0.91176,0.76985,0.59119,0.53088,0.86486,0.003565,0.003565,0.003565
67,523.579,0.76648,0.56687,1.03244,0.91835,0.83864,0.91195,0.76964,0.59467,0.45517,0.86584,0.003466,0.003466,0.003466
68,597.915,0.76275,0.56092,1.02941,0.92149,0.8446,0.91256,0.77033,0.59781,0.46125,0.86754,0.003367,0.003367,0.003367
69,673.77,0.76698,0.5628,1.0293,0.90447,0.85184,0.91223,0.76971,0.5923,0.49617,0.86508,0.003268,0.003268,0.003268
70,746.73,0.75893,0.55329,1.0261,0.90243,0.85326,0.91218,0.76985,0.59056,0.47586,0.86621,0.003169,0.003169,0.003169
71,820.673,0.76012,0.55662,1.02796,0.89435,0.86199,0.9114,0.77126,0.58975,0.47138,0.86612,0.00307,0.00307,0.00307
72,894.392,0.75407,0.55166,1.02557,0.89385,0.86872,0.91016,0.77195,0.59014,0.49732,0.8647,0.002971,0.002971,0.002971
73,966.003,0.75085,0.55169,1.02444,0.90262,0.85035,0.91263,0.77014,0.59552,0.49877,0.86647,0.002872,0.002872,0.002872
74,1040.69,0.74227,0.54075,1.02332,0.88464,0.86647,0.91089,0.77151,0.59134,0.49186,0.86466,0.002773,0.002773,0.002773
75,1113.2,0.74611,0.54514,1.02398,0.89275,0.86111,0.91237,0.77238,0.58985,0.47008,0.86334,0.002674,0.002674,0.002674
76,1188.69,0.741,0.54222,1.02179,0.89323,0.85725,0.9106,0.76886,0.5914,0.48145,0.86361,0.002575,0.002575,0.002575
77,1260.94,0.74029,0.54292,1.02215,0.88455,0.8648,0.91203,0.77078,0.58813,0.47756,0.86364,0.002476,0.002476,0.002476
78,1331.56,0.73396,0.53703,1.01831,0.89042,0.8586,0.91291,0.76962,0.58585,0.49153,0.86169,0.002377,0.002377,0.002377
79,1406.84,0.74113,0.53588,1.02086,0.89569,0.85755,0.91083,0.76934,0.58803,0.50313,0.86362,0.002278,0.002278,0.002278
80,1479.22,0.74291,0.53304,1.02419,0.90631,0.85606,0.91274,0.77218,0.58668,0.50021,0.86395,0.002179,0.002179,0.002179
81,1551.27,0.72794,0.52249,1.01656,0.90167,0.85993,0.9148,0.77238,0.5857,0.51912,0.86364,0.00208,0.00208,0.00208
82,1625.56,0.72963,0.51837,1.01588,0.9138,0.85122,0.91403,0.77253,0.58309,0.52128,0.86277,0.001981,0.001981,0.001981
83,1698.25,0.71754,0.52566,1.01274,0.9149,0.84752,0.91326,0.77366,0.58299,0.5298,0.86118,0.001882,0.001882,0.001882
84,1771.98,0.72145,0.51629,1.01679,0.9118,0.84849,0.91263,0.77071,0.58287,0.53432,0.86045,0.001783,0.001783,0.001783
85,1846.67,0.71453,0.51395,1.01343,0.90525,0.85147,0.913,0.76959,0.5824,0.56327,0.86082,0.001684,0.001684,0.001684
86,1919.33,0.71195,0.51043,1.013,0.90484,0.84826,0.9133,0.77194,0.58223,0.57263,0.86111,0.001585,0.001585,0.001585
87,1993.83,0.71123,0.51127,1.01224,0.90917,0.85023,0.91335,0.7743,0.58218,0.58518,0.8616,0.001486,0.001486,0.001486
88,2066.62,0.71393,0.50508,1.01358,0.90484,0.85258,0.91269,0.77403,0.58116,0.59924,0.8607,0.001387,0.001387,0.001387
89,2139.39,0.70643,0.50226,1.01013,0.91164,0.84855,0.91261,0.77397,0.58053,0.58836,0.86045,0.001288,0.001288,0.001288
90,2214.2,0.70421,0.50214,1.00906,0.91618,0.84411,0.91411,0.77612,0.57902,0.58587,0.85981,0.001189,0.001189,0.001189
91,2286.76,0.58535,0.35588,0.94163,0.92045,0.84506,0.91644,0.77654,0.57686,0.55172,0.85867,0.00109,0.00109,0.00109
92,2358,0.57778,0.3408,0.94112,0.91786,0.84325,0.91506,0.77651,0.57711,0.52453,0.85863,0.000991,0.000991,0.000991
93,2429.38,0.57341,0.33862,0.93926,0.91584,0.84704,0.91764,0.776,0.57726,0.51776,0.85856,0.000892,0.000892,0.000892
94,2501.16,0.56917,0.3322,0.93969,0.91671,0.84771,0.91691,0.77613,0.57775,0.51854,0.85893,0.000793,0.000793,0.000793
95,2572.18,0.5658,0.32838,0.93755,0.91244,0.84832,0.9148,0.77467,0.57821,0.52071,0.85901,0.000694,0.000694,0.000694
96,2641.73,0.55525,0.32406,0.93536,0.91329,0.8459,0.91423,0.7762,0.57811,0.52159,0.85883,0.000595,0.000595,0.000595
97,2712.87,0.55644,0.32556,0.93397,0.9097,0.84766,0.91418,0.77633,0.57776,0.52223,0.85874,0.000496,0.000496,0.000496
98,2785.19,0.55432,0.32281,0.92999,0.91194,0.84473,0.9141,0.77603,0.57741,0.5212,0.85867,0.000397,0.000397,0.000397
99,2855.95,0.55298,0.31628,0.93008,0.90914,0.84458,0.9144,0.77685,0.57686,0.52173,0.85875,0.000298,0.000298,0.000298
100,2926.9,0.55192,0.31662,0.93037,0.91251,0.84561,0.91444,0.77642,0.57692,0.52249,0.85883,0.000199,0.000199,0.000199
